No. of pkts,No. of Bytes,Iat,Duration,Label
2,600,0.261032,0.261032,normal
3,1479,5.065241,9.005117,normal
2,1108,0.297286,0.297286,normal
10,2309,0.009779,45.526708,normal
4,1237,0.400601,1.654987,normal
4,38,6.337524,29.979825,normal
8,1569,0.008638,0.804797,normal
4,1281,0.897008,3.123339,normal
2,600,0.640778,0.640778,normal
6,1234,0.007192,0.529941,normal
6,1292,0.005753,0.448602,normal
6,2190,0.394835,2.248563,normal
2,2,45.25896,45.25896,normal
7,1295,0.008632,0.771386,normal
11,2179,0.27242,13.909663,normal
7,1263,0.008677,43.957877,normal
3,710,10.358854,20.688611,normal
14,2658,0.234838,13.68976,normal
2,1011,39.383981,39.383981,normal
3,367,0.252383,0.481611,normal
2,368,13.931166,13.931166,normal
10,7353,4.579944,35.254119,normal
6,3030,1.586594,7.294495,normal
2,1915,25.621348,25.621348,normal
6,5857,0.001005,45.232374,normal
3,1513,0.2423,0.242365,normal
2,943,45.242312,45.242312,normal
13,7333,0.109488,8.776268,normal
2,909,20.007142,20.007142,normal
2,955,0.044328,0.044328,normal
4,589,0.003705,0.289245,normal
7,1308,0.007171,0.826987,normal
3,60,0.449153,0.450615,normal
2,1674,12.640084,12.640084,normal
6,1229,9.5E-05,0.24019,normal
3,1551,14.837189,14.83719,normal
2,876,14.736597,14.736597,normal
2,444,0.482774,0.482774,normal
2,1218,13.068113,13.068113,normal
2,573,0.252199,0.252199,normal
2,563,0.30114,0.30114,normal
2,573,0.267383,0.267383,normal
2,600,0.26631,0.26631,normal
6,1159,0.003406,0.273235,normal
9,1495,0.271153,3.499848,normal
2,532,1.617098,1.617098,normal
2,1192,21.358185,21.358185,normal
7,6637,0.288879,2.435083,normal
4,3856,0.010716,0.722418,normal
2,602,0.005744,0.005744,normal
4,973,0.007184,0.309407,normal
6,1243,0.002847,0.276292,normal
4,1160,0.105523,0.43774,normal
6,1303,0.011859,0.33618,normal
2,1590,1.885689,1.885689,normal
2,1375,15.668254,15.668254,normal
2,1246,9.829892,9.829892,normal
2,1263,10.481472,10.481472,normal
2,1312,15.134786,15.134786,normal
7,1286,0.229608,0.933606,normal
6,1244,0.005152,0.349337,normal
12,624,2.005911,40.000263,normal
2,40,3.049494,3.049494,normal
8,1358,0.398038,1.979426,normal
4,148,0.265776,0.538931,normal
3,834,0.246248,0.479268,normal
5,974,0.228588,4.21675,normal
2,1541,0.000586,0.000586,normal
5,684,25.752914,26.467807,normal
3,294,0.545392,0.545392,normal
94,100857,0.00047,8.697783,normal
3,635,4.81355,5.103756,normal
5,1554,0.717997,1.698572,normal
9,1485,0.526509,26.184193,normal
9,2880,0.344866,1.690615,normal
6,1279,0.002127,0.265035,normal
5,80,0.200204,0.799391,normal
3,1625,0.234196,0.467344,normal
4,309,0.241835,0.904058,normal
6,1258,0.004106,0.238316,normal
6,1240,0.000757,0.24172,normal
2,1129,14.722039,14.722039,normal
6,3415,2.622339,25.544621,normal
2,565,0.378355,0.378355,normal
4,2162,0.253515,0.524522,normal
3,333,0.274951,0.276687,normal
5,5,10.224108,40.891469,normal
2,580,0.242017,0.242017,normal
6,1291,0.002698,0.276972,normal
6,888,0.350478,1.171216,normal
3,1662,0.41413,0.430621,normal
4,927,0.493923,44.917535,normal
11,2299,0.255069,35.480859,normal
3,305,12.413382,12.415759,normal
8,1830,0.006697,0.54481,normal
10,2071,0.021414,5.922525,normal
4,1200,0.044379,1.340252,normal
6,1268,0.008656,0.493509,normal
4,336,0.633189,4.768896,normal
2,989,6.031514,6.031514,normal
3,1276,0.379186,0.654342,normal
2,1125,0.000115,0.000115,normal
2,949,43.649363,43.649363,normal
2,928,43.576668,43.576668,normal
4,4,10.229905,30.682863,normal
3,1542,14.676933,14.677863,normal
2,2,43.601368,43.601368,normal
7,2390,0.284973,1.890378,normal
4,1953,0.017868,35.121911,normal
2,749,2.573076,2.573076,normal
2,563,0.227179,0.227179,normal
5,4472,0.033946,0.789366,normal
16,1653,0.227706,3.242527,normal
6,1248,0.010921,0.789319,normal
4,1146,0.128983,0.613326,normal
2,563,0.27246,0.27246,normal
4,590,0.005665,0.531382,normal
6,1257,0.001983,0.222853,normal
2,2,0.903501,0.903501,normal
7,1499,0.010864,0.564004,normal
9,1619,0.011366,17.33458,normal
12,2187,0.022424,16.728913,normal
3,601,18.615703,18.864302,normal
2,291,0.002454,0.002454,normal
6,1561,0.29915,1.900061,normal
7,1306,0.010876,0.84126,normal
2,981,10.334564,10.334564,normal
7,1294,0.007878,25.246537,normal
6,1292,0.001976,0.291357,normal
7,1497,0.004945,0.508406,normal
2,573,0.276198,0.276198,normal
12,2977,0.512297,34.27819,normal
7,1266,0.250583,1.384177,normal
6,1602,0.515923,3.092009,normal
2,2003,31.058222,31.058222,normal
2,1498,6.56407,6.56407,normal
5,444,0.652415,46.399366,normal
2,1250,20.045388,20.045388,normal
7,1494,0.262142,9.599389,normal
6,1439,0.010149,0.618,normal
2,1784,30.202644,30.202644,normal
2,2085,23.810141,23.810141,normal
2,42,45.258652,45.258652,normal
9,1640,0.061106,23.223135,normal
6,1270,0.003126,0.287419,normal
3,331,0.263869,0.265597,normal
2,573,0.323585,0.323585,normal
4,1200,0.127478,0.398349,normal
4,558,0.433527,1.722421,normal
8,1770,0.005878,0.27057,normal
2,600,0.213475,0.213475,normal
3,348,9.90791,9.911089,normal
6,1264,0.007142,0.264515,normal
3,635,5.02593,5.300756,normal
6,1451,0.010066,3.828653,normal
2,2,45.228323,45.228323,normal
6,3121,0.018918,3.578063,normal
7,1673,0.005661,0.26127,normal
4,379,0.388537,1.100317,normal
7,982,0.494733,22.556306,normal
11,1661,0.372,38.546316,normal
3,605,33.087188,33.089347,normal
2,835,34.393641,34.393641,normal
3,296,1.502674,1.504648,normal
8,516,0.395926,2.400471,normal
3,971,1.296055,2.554433,normal
4,2040,0.234052,0.470311,normal
2,748,0.01007,0.01007,normal
2,600,0.282675,0.282675,normal
3,1710,0.269151,0.269221,normal
3,1705,0.251864,0.254788,normal
4,2127,0.377856,1.183208,normal
10,1377,0.124169,26.192294,normal
8,790,0.014483,0.762945,normal
2,2,0.750749,0.750749,normal
7,3272,0.023167,0.617135,normal
6,2572,0.096991,0.516649,normal
2,1886,0.00615,0.00615,normal
2,1330,1.003969,1.003969,normal
2,1397,7.998382,7.998382,normal
6,1275,0.001007,0.230618,normal
6,1250,0.241009,0.484774,normal
5,2953,3.495143,10.438043,normal
3,1331,10.47734,14.626963,normal
3,1940,0.248129,0.26804,normal
2,2620,8.610361,8.610361,normal
7,1268,0.251626,1.0782,normal
7,1484,0.00891,0.565561,normal
2,1364,34.995115,34.995115,normal
9,1791,0.039912,1.318683,normal
2,600,0.274649,0.274649,normal
7,1277,0.260203,2.034066,normal
8,1540,0.008406,32.90461,normal
6,471,0.605846,3.381996,normal
2,1730,0.247487,0.247487,normal
10,1886,0.255715,2.449343,normal
11,2415,0.04378,2.081465,normal
2,970,8.898697,8.898697,normal
5,2165,0.223271,8.863519,normal
6,1241,0.011116,0.620913,normal
11,1624,0.27099,43.07402,normal
8,1536,0.312304,4.257972,normal
5,3856,0.264567,0.587829,normal
3,1734,0.272357,0.273381,normal
2,600,0.228377,0.228377,normal
2,42,19.995319,19.995319,normal
20,830,0.302759,8.094511,normal
9,2054,0.271534,3.079118,normal
3,1615,10.962229,14.76084,normal
5,5,10.252013,41.021066,normal
4,80,12.000773,42.032698,normal
10,5973,0.406431,4.901695,normal
4,2494,3.654733,20.44702,normal
2,1164,6.604013,6.604013,normal
13,8067,0.629501,5.105664,normal
3,2852,28.582729,45.2283,normal
2,1588,15.799114,15.799114,normal
3,469,0.256474,0.51001,normal
5,2283,15.468861,47.173972,normal
6,3039,0.297802,1.581111,normal
6,1260,0.002864,0.26299,normal
3,589,0.258132,0.262122,normal
2,1152,0.00597,0.00597,normal
4,449,0.000393,0.005407,normal
2,869,28.975012,28.975012,normal
4,1859,1.019239,2.798693,normal
6,1236,0.009637,0.700051,normal
3,324,0.762291,0.76425,normal
3,1000,0.317652,0.566347,normal
8,731,0.004181,0.875323,normal
5,2359,1.258605,11.749098,normal
4,1046,0.028039,0.258006,normal
2,40,3.070939,3.070939,normal
8,1537,0.014087,1.277346,normal
2,600,0.265818,0.265818,normal
2,580,0.235653,0.235653,normal
3,1557,0.743763,1.04759,normal
2,1245,0.266076,0.266076,normal
15,2232,0.60763,14.71803,normal
6,1264,5.5E-05,0.252138,normal
32,2406,0.042182,3.129831,normal
2,1234,31.972267,31.972267,normal
6,1280,0.018744,0.788855,normal
4,3001,0.000985,14.737649,normal
2,573,0.288349,0.288349,normal
2,1563,0.988033,0.988033,normal
4,693,0.036965,0.299495,normal
6,1279,0.00248,0.260935,normal
6,1238,0.008704,0.529283,normal
2,535,0.408508,0.408508,normal
5,4232,0.449705,4.351032,normal
2,600,0.244387,0.244387,normal
6,1270,0.002532,0.915185,normal
7,667,0.543969,15.459729,normal
4,401,1.853549,11.204015,normal
4,4109,0.01348,0.4717,normal
6,4480,0.285634,3.422703,normal
2,2,0.098555,0.098555,normal
10,2046,0.509489,14.290207,normal
13,2378,0.280581,14.451586,normal
6,1258,0.003337,0.2774,normal
2,1650,20.849941,20.849941,normal
4,1815,9.186719,30.400462,normal
5,1753,0.426815,1.547879,normal
6,1293,0.237709,0.489718,normal
2,600,0.270456,0.270456,normal
7,1549,0.000147,0.243264,normal
5,100,3.412268,9.468415,normal
2,563,0.273212,0.273212,normal
8,3028,0.331783,14.116949,normal
4,333,0.394685,9.870409,normal
3,90,0.270039,0.539811,normal
4,630,0.273687,0.280206,normal
3,360,1.358607,1.358607,normal
2,1236,0.229129,0.229129,normal
9,1863,0.227099,16.440019,normal
3,1215,0.265727,0.280994,normal
2,40,3.011669,3.011669,normal
2,563,0.282746,0.282746,normal
3,1011,0.55093,0.972579,normal
8,1536,0.011114,1.209511,normal
3,1325,0.260659,0.47817,normal
2,600,0.245207,0.245207,normal
7,1217,0.011393,1.023014,normal
4,2147,0.050151,0.434014,normal
9,1378,0.176344,1.081929,normal
8,1531,0.219125,0.893994,normal
2,854,38.8648,38.8648,normal
3,1265,0.203376,0.204395,normal
8,1618,0.208473,0.864554,normal
2,573,0.222094,0.222094,normal
2,600,0.227077,0.227077,normal
2,1913,0.018829,0.018829,normal
2,389,6.614249,6.614249,normal
14,1360,0.319541,35.035084,normal
13,2511,0.008869,42.05818,normal
2,573,0.227012,0.227012,normal
4,668,0.312406,0.956435,normal
2,570,0.261634,0.261634,normal
8,1355,0.227654,1.278927,normal
6,1284,0.256199,1.399281,normal
4,3732,0.008674,0.386,normal
3,1463,9.261941,9.262281,normal
2,228,0.259308,0.259308,normal
4,403,0.587371,3.941628,normal
5,1208,0.003168,0.333815,normal
3,1773,0.368132,0.689279,normal
8,1096,0.531645,11.160711,normal
2,1281,17.341198,17.341198,normal
6,288,3.005812,25.961917,normal
2,393,10.182328,10.182328,normal
2,1132,16.759026,16.759026,normal
3,60,6.260461,9.705368,normal
6,757,0.737392,11.676558,normal
3,60,6.196533,9.518474,normal
4,2379,0.23674,5.293096,normal
2,564,0.92213,0.92213,normal
4,1465,0.526974,1.678322,normal
5,3800,0.469811,1.457295,normal
3,2168,8.792598,8.79304,normal
7,1284,0.915876,3.93135,normal
3,60,6.045863,9.244145,normal
8,1397,0.216952,1.366989,normal
13,4802,0.765461,29.21973,normal
5,1178,0.237468,0.480663,normal
3,821,0.328657,0.650814,normal
4,1160,0.255152,1.45382,normal
3,297,45.966558,45.966559,normal
4,422,0.753216,1.314542,normal
7,815,0.31216,17.312785,normal
6,877,0.012022,0.628208,normal
6,1232,0.234499,0.471294,normal
5,1350,0.008092,0.265259,normal
7,1300,0.002782,1.29433,normal
2,573,0.35506,0.35506,normal
7,1629,0.009118,5.622863,normal
3,1635,0.895225,1.138062,normal
3,1241,0.31065,0.618374,normal
6,1227,0.008623,0.543021,normal
7,1349,0.259433,1.513462,normal
6,5522,2.24072,11.755853,normal
2,1092,8.934199,8.934199,normal
2,1613,11.244963,11.244963,normal
2,602,0.007619,0.007619,normal
2,1492,0.406843,0.406843,normal
17,3795,0.030813,47.377875,normal
17,4035,0.193149,47.566263,normal
12,2360,0.002902,19.601041,normal
11,1712,0.229055,9.213373,normal
18,4569,0.012386,4.087104,normal
3,653,0.345669,0.349586,normal
7,1435,0.209552,0.464629,normal
6,1264,0.003486,0.243284,normal
5,3295,4.611341,12.589199,normal
2,1883,9.740012,9.740012,normal
3,333,0.370324,0.372749,normal
7,2017,0.167051,1.535743,normal
2,1246,24.454364,24.454364,normal
8,8,0.996696,38.837072,normal
2,308,0.00245,0.00245,normal
4,130,1.877617,2.242723,normal
5,1187,0.242388,0.506569,normal
3,1984,18.313677,33.048382,normal
2,600,0.311267,0.311267,normal
2,344,0.506138,0.506138,normal
6,1207,0.217313,0.45848,normal
10,1837,0.227143,14.403727,normal
6,628,0.48758,18.049876,normal
2,601,0.28882,0.28882,normal
10,1945,0.073437,12.068579,normal
2,1070,9.390663,9.390663,normal
2,2,20.015166,20.015166,normal
5,5,10.186532,40.748656,normal
7,1395,0.169291,1.129993,normal
6,926,0.233052,9.021919,normal
4,1614,3.195887,26.501259,normal
10,1766,0.170541,2.346587,normal
6,846,0.180311,1.110869,normal
6,926,0.181505,1.257537,normal
3,1368,0.179454,0.357598,normal
2,2,0.143447,0.143447,normal
2,28,3.576032,3.576032,normal
4,1484,0.203061,0.88744,normal
6,3756,1.035414,5.321106,normal
8,3229,0.174468,46.153494,normal
2,498,4.875192,4.875192,normal
4,3178,2E-06,21.497811,normal
2,1738,21.474252,21.474252,normal
5,3242,0.002414,0.239914,normal
2,1107,23.305203,23.305203,normal
2,985,19.539036,19.539036,normal
2,1778,0.012654,0.012654,normal
2,1852,1.4E-05,1.4E-05,normal
2,1890,0.18089,0.18089,normal
6,3260,7.957363,43.723626,normal
2,2,45.158035,45.158035,normal
5,50,0.166638,0.89797,normal
5,1074,0.164304,0.32524,normal
5,949,0.191903,0.40187,normal
7,1231,0.304811,0.849171,normal
15,11094,0.181358,1.306795,normal
6,2152,0.181498,14.266352,normal
2,298,0.089451,0.089451,normal
7,430,0.505136,3.554321,normal
2,218,0.033571,0.033571,normal
2,489,0.291723,0.291723,normal
2,631,13.175398,13.175398,normal
2,144,1.194122,1.194122,normal
2,143,7.922843,7.922843,normal
5,2155,3.602307,8.128128,normal
9,4707,0.454538,8.623571,normal
6,2550,1.118936,8.853551,normal
7,3097,0.29845,4.353095,normal
3,1378,0.321492,0.340317,normal
3,1591,0.381655,0.385619,normal
3,1574,0.295961,0.295962,normal
2,604,0.219978,0.219978,normal
7,3532,0.238532,0.76228,normal
3,1313,0.274033,0.275657,normal
2,1008,0.600809,0.600809,normal
2,435,2.753077,2.753077,normal
4,3759,5.83659,23.362986,normal
2,1672,1E-06,1E-06,normal
2,1396,1E-06,1E-06,normal
5,2921,0.26124,2.119713,normal
3,1396,0.286835,0.539323,normal
2,74,0.05751,0.05751,normal
7,3874,0.314396,2.638513,normal
6,2471,0.016829,0.703656,normal
4,870,0.007951,0.347659,normal
3,1016,0.72044,1.226501,normal
5,1208,1.319512,3.971792,normal
7,4228,0.332048,12.800059,normal
4,1384,0.300547,1.64006,normal
3,1428,0.00235,0.002861,normal
4,1736,0.31201,1.981299,normal
5,1482,0.300069,1.242911,normal
12,6441,0.006006,32.548374,normal
2,1375,0.002139,0.002139,normal
8,2977,0.01843,16.612263,normal
6,2743,0.01888,1.194473,normal
4,1160,0.280334,0.590517,normal
6,3314,0.326422,1.141918,normal
3,1027,1.162958,1.511363,normal
2,1547,0.004447,0.004447,normal
3,1043,0.537125,0.945274,normal
7,3522,0.279226,4.818984,normal
2,1547,0.004019,0.004019,normal
2,1377,0.002949,0.002949,normal
4,877,0.099233,0.419228,normal
3,1762,0.379729,0.384061,normal
2,1377,1E-06,1E-06,normal
3,1784,0.321994,0.346042,normal
3,979,6.871822,7.224635,normal
2,1592,0.005197,0.005197,normal
3,635,5.380377,5.72014,normal
4,1235,0.367619,10.694263,normal
3,3,20.015782,40.020355,normal
2,1376,0.002369,0.002369,normal
7,2473,0.125926,9.58981,normal
6,3026,0.336071,2.1193,normal
3,1027,0.349357,0.669815,normal
4,2272,0.403775,35.005236,normal
4,1005,0.009984,0.423702,normal
4,1112,0.366933,0.780061,normal
2,650,0.619525,0.619525,normal
4,1128,0.461708,1.10408,normal
3,1027,0.331629,0.614821,normal
3,1027,0.683127,1.206396,normal
7,3907,6.721336,42.971032,normal
6,3708,0.328783,20.264318,normal
3,2500,17.525977,17.527599,normal
2,1549,0.357585,0.357585,normal
8,5359,0.028583,14.33093,normal
4,2430,0.403628,5.585825,normal
7,9576,0.025682,0.460035,normal
3,1932,2.083715,2.107296,normal
4,1896,0.375974,0.844162,normal
4,893,0.013563,0.33492,normal
2,120,2.011145,2.011145,normal
6,7546,2.258073,12.878001,normal
2,1379,0.001606,0.001606,normal
3,1343,0.327865,0.346313,normal
2,1403,0.001588,0.001588,normal
5,1958,0.075897,0.369984,normal
2,1377,0.002055,0.002055,normal
2,1628,0.007179,0.007179,normal
3,164,4.703742,4.936959,normal
5,2498,0.419298,1.651332,normal
3,1181,0.355548,0.688481,normal
6,1681,0.357237,29.195383,normal
8,3532,0.314825,2.483234,normal
3,1027,0.336531,0.671782,normal
2,1378,0.001594,0.001594,normal
4,1222,0.797211,2.692901,normal
3,635,4.983754,5.284988,normal
6,4065,0.179725,17.260343,normal
2,1404,0.002791,0.002791,normal
5,962,3.958023,37.506441,normal
6,2551,0.017208,0.909648,normal
3,635,5.351955,5.687134,normal
3,1011,3.572473,3.972091,normal
3,1027,0.692066,1.035303,normal
2,1628,0.006355,0.006355,normal
3,1561,0.355632,0.358383,normal
5,1437,1.148008,2.991338,normal
2,1404,0.002774,0.002774,normal
2,1459,0.003242,0.003242,normal
6,2423,0.020015,1.467286,normal
4,2120,0.371168,2.523454,normal
12,4523,1.001261,34.936811,normal
3,1580,0.30368,0.322168,normal
3,1011,0.583864,1.000345,normal
2,1375,0.001979,0.001979,normal
5,2125,0.350403,1.058443,normal
3,1011,3.649321,4.113764,normal
2,2232,3.842637,3.842637,normal
3,1011,2.12946,3.085235,normal
4,893,0.074799,0.396026,normal
3,1011,0.791957,1.100499,normal
34,25639,0.456051,41.632433,normal
4,1202,8.353035,19.750141,normal
4,1801,7.197003,18.582904,normal
215,226067,0.026436,5.260621,normal
2,1419,0.002803,0.002803,normal
6,3329,0.37564,1.644469,normal
6,6,10.245539,42.001342,normal
2,348,45.266659,45.266659,normal
2,1203,0.383576,0.383576,normal
21,13331,0.110784,1.916471,normal
2,725,0.961285,0.961285,normal
2,1387,0.002911,0.002911,normal
3,1556,0.44884,0.466847,normal
2,1280,0.289616,0.289616,normal
4,2482,0.402419,7.216108,normal
2,1379,0.00198,0.00198,normal
2,1378,0.001662,0.001662,normal
4,1128,0.369638,0.761494,normal
32,7964,0.006849,2.010862,normal
5,3059,12.657847,25.910082,normal
2,1413,0.002048,0.002048,normal
5,1725,0.738379,3.091927,normal
4,4577,0.023327,0.401611,normal
14,9353,0.343545,11.527529,normal
2,1376,0.001159,0.001159,normal
2,1378,0.002237,0.002237,normal
12,1392,1.720054,24.320889,normal
4,1112,0.370426,0.793658,normal
3,1011,1.015908,1.528652,normal
3,1011,0.49409,0.976144,normal
5,1330,0.325632,39.425445,normal
2,1625,0.005573,0.005573,normal
3,1011,0.500426,0.824089,normal
3,1027,1.009182,1.418246,normal
3,635,5.533405,5.909022,normal
2,1369,0.001614,0.001614,normal
13,9379,0.285614,3.014134,normal
3,1011,0.374876,0.67983,normal
2,1388,0.002002,0.002002,normal
2,1377,0.001568,0.001568,normal
2,1375,0.001989,0.001989,normal
3,1016,1.120858,1.6557,normal
3,1593,0.371189,0.37437,normal
2,1402,0.002771,0.002771,normal
2,1601,0.006545,0.006545,normal
9,4540,0.354124,1.570773,normal
2,1350,0.000755,0.000755,normal
7,3618,0.559843,4.225074,normal
5,3488,0.035637,0.435665,normal
2,1192,0.387213,0.387213,normal
3,1756,0.363606,0.368749,normal
2,1376,0.001547,0.001547,normal
2,2248,21.194461,21.194461,normal
2,1375,0.001965,0.001965,normal
8,3372,0.312635,1.454216,normal
5,185,3.369301,12.629818,normal
2,40,3.180913,3.180913,normal
3,1559,0.375641,0.378781,normal
3,792,1.912479,1.932106,normal
2,757,0.008792,0.008792,normal
3,1589,0.302003,0.321247,normal
2,1546,0.000776,0.000776,normal
20,21551,0.026516,0.817329,normal
2,1305,0.386774,0.386774,normal
2,1439,0.00299,0.00299,normal
2,1410,0.001561,0.001561,normal
3,2711,9.549455,9.551819,normal
6,2220,0.024941,0.82356,normal
2,542,1.675813,1.675813,normal
2,454,0.40723,0.40723,normal
2,1376,0.000777,0.000777,normal
2,1377,0.001891,0.001891,normal
6,1749,0.014608,0.455463,normal
3,1011,1.929682,2.418887,normal
6,3111,0.023629,1.156285,normal
3,1693,0.438425,0.443983,normal
6,2763,0.064622,0.416658,normal
8,2956,0.319595,1.5761,normal
2,1456,0.003158,0.003158,normal
12,6744,0.012589,2.403962,normal
2,1546,0.009576,0.009576,normal
3,1331,0.319212,0.337648,normal
2,1400,0.001577,0.001577,normal
14,5915,0.297236,5.098351,normal
2,1549,0.003999,0.003999,normal
2,1448,1.057558,1.057558,normal
2,1416,0.991603,0.991603,normal
2,1597,0.003338,0.003338,normal
5,921,0.721819,2.119488,normal
2,1376,0.006559,0.006559,normal
27,6877,0.00818,8.087558,normal
3,1148,0.281361,0.557943,normal
2,600,0.319561,0.319561,normal
3,1011,0.486738,0.925483,normal
2,1538,0.000248,0.000248,normal
4,2628,0.289608,10.892404,normal
4,1213,0.013267,0.313475,normal
2,1384,5.318588,5.318588,normal
6,3154,0.340354,1.076205,normal
3,1011,1.353714,1.687351,normal
